pokemon_name,pokedex_number,pokemon_id,classification,pokemon_height,pokemon_weight,primary_type,secondary_type,pre_evo_id,evo_details,primary_ability,primary_ability_desc,secondary_ability,secondary_ability_desc,hidden_ability,hidden_ability_desc,health_stat,attack_stat,defense_stat,special_attack_stat,special_defense_stat,speed_stat,base_stat_total
Solgaleo,791,1321,Sunne Pokemon,3.4,230,Psychic,Steel,1320,Level 53 In Sword,Full Metal Body,Prevents other Pokemon's moves or Abilities from lowering the Pokemon's stats.,,,,,137,137,107,113,89,97,680
Lunala,792,1322,Moone Pokemon,4,120,Psychic,Ghost,1320,Level 53 In Moon Or Ultra Moon,Shadow Shield,Reduces the amount of damage the Pokemon takes while its HP is full.,,,,,137,113,89,137,107,97,680
Lunala,792,1322,Moone Pokemon,4,120,Psychic,Ghost,1320,Level 53 In Shield,Shadow Shield,Reduces the amount of damage the Pokemon takes while its HP is full.,,,,,137,113,89,137,107,97,680
Nihilego,793,1323,Parasite Pokemon,1.2,55.5,Rock,Poison,,,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,109,53,47,127,131,103,570
Buzzwole,794,1324,Swollen Pokemon,2.4,333.6,Bug,Fighting,,,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,107,139,139,53,53,79,570
Pheromosa,795,1325,Lissome Pokemon,1.8,25,Bug,Fighting,,,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,71,137,37,137,37,151,570
Xurkitree,796,1326,Glowing Pokemon,3.8,100,Electric,,,,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,83,89,71,173,71,83,570
Celesteela,797,1327,Launch Pokemon,9.2,999.9,Steel,Flying,,,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,97,101,103,107,101,61,570
Kartana,798,1328,Drawn Sword Pokemon,0.3,0.1,Grass,Steel,,,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,59,181,131,59,31,109,570
Guzzlord,799,1329,Junkivore Pokemon,5.5,888,Dark,Dragon,,,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,223,101,53,97,53,43,570
Necrozma,800,1404,Prism Pokemon,3.8,460,Psychic,Steel,,,Prism Armor,Reduces the power of supereffective attacks taken.,,,,,97,157,127,113,109,77,680
Necrozma,800,1405,Prism Pokemon,4.2,350,Psychic,Ghost,,,Prism Armor,Reduces the power of supereffective attacks taken.,,,,,97,113,109,157,127,77,680
Necrozma,800,1406,Prism Pokemon,7.5,230,Psychic,Dragon,,,Neuroforce,Powers up moves that are super effective.,,,,,97,167,97,167,97,129,754
Necrozma,800,1331,Prism Pokemon,2.4,230,Psychic,,,,Prism Armor,Reduces the power of supereffective attacks taken.,,,,,97,107,101,127,89,79,600
Magearna,801,1332,Artificial Pokemon,1,80.5,Steel,Fairy,,,Soul-Heart,Boosts its Sp. Atk stat every time a Pokemon faints.,,,,,80,95,115,130,115,65,600
Marshadow,802,1333,Gloomdweller Pokemon,0.7,22.2,Fighting,Ghost,,,Technician,Powers up the Pokemon's weaker moves.,,,,,90,125,80,90,90,125,600
Poipole,803,1334,Poison Pin Pokemon,0.6,1.8,Poison,,,,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,67,73,67,73,67,73,420
Naganadel,804,1335,Poison Pin Pokemon,3.6,150,Poison,Dragon,1334,Knowing Dragon Pulse,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,73,73,73,127,73,121,540
Stakataka,805,1336,Rampart Pokemon,5.5,820,Rock,Steel,,,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,61,131,211,53,101,13,570
Blacephalon,806,1337,Fireworks Pokemon,1.8,13,Fire,Ghost,,,Beast Boost,The Pokemon boosts its most proficient stat each time it knocks out a Pokemon.,,,,,53,127,53,151,79,107,570
Zeraora,807,1338,Thunderclap Pokemon,1.5,44.5,Electric,,,,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,,,,,88,112,75,102,80,143,600
Meltan,808,1339,Hex Nut Pokemon,0.2,8,Steel,,,,Magnet Pull,Prevents Steel-type Pokemon from escaping using its magnetic force.,,,,,46,65,65,55,35,34,300
Melmetal,809,1340,Hex Nut Pokemon,2.5,800,Steel,,1339,400 Meltan Candy,Iron Fist,Powers up punching moves.,,,,,135,143,143,80,65,34,600
Melmetal,809,1552,Hex Nut Pokemon,25,0,Steel,,,,Iron Fist,Powers up punching moves.,,,,,135,143,143,80,65,34,600
Grookey,810,1439,Chimp Pokemon,0.3,5,Grass,,,,Overgrow,Powers up Grass-type moves when the Pokemon's HP is low.,,,Grassy Surge,Turns the ground into Grassy Terrain when the Pokemon enters a battle.,50,65,50,40,40,65,310
Thwackey,811,1440,Beat Pokemon,0.7,14,Grass,,1439,Level 16,Overgrow,Powers up Grass-type moves when the Pokemon's HP is low.,,,Grassy Surge,Turns the ground into Grassy Terrain when the Pokemon enters a battle.,70,85,70,55,60,80,420
Rillaboom,812,1441,Drummer Pokemon,2.1,90,Grass,,1440,Level 35,Overgrow,Powers up Grass-type moves when the Pokemon's HP is low.,,,Grassy Surge,Turns the ground into Grassy Terrain when the Pokemon enters a battle.,100,125,90,60,70,85,530
Rillaboom,812,1529,Drummer Pokemon,28,0,Grass,,,,Overgrow,Powers up Grass-type moves when the Pokemon's HP is low.,,,Grassy Surge,Turns the ground into Grassy Terrain when the Pokemon enters a battle.,100,125,90,60,70,85,530
Scorbunny,813,1442,Rabbit Pokemon,0.3,4.5,Fire,,,,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Libero,Changes the Pokemon's type to the type of the move it's about to use.,50,71,40,40,40,69,310
Raboot,814,1443,Rabbit Pokemon,0.6,9,Fire,,1442,Level 16,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Libero,Changes the Pokemon's type to the type of the move it's about to use.,65,86,50,55,60,94,410
Cinderace,815,1444,Striker Pokemon,1.4,33,Fire,,1443,Level 35,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Libero,Changes the Pokemon's type to the type of the move it's about to use.,80,116,75,65,75,119,530
Cinderace,815,1528,Striker Pokemon,27,0,Fire,,,,Blaze,Powers up Fire-type moves when the Pokemon's HP is low.,,,Libero,Changes the Pokemon's type to the type of the move it's about to use.,80,116,75,65,75,119,530
Sobble,816,1445,Water Lizard Pokemon,0.3,4,Water,,,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Sniper,Powers up moves if they become critical hits when attacking.,50,40,40,70,40,70,310
Drizzile,817,1446,Water Lizard Pokemon,0.7,11.5,Water,,1445,Level 16,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Sniper,Powers up moves if they become critical hits when attacking.,65,60,55,95,55,90,420
Inteleon,818,1447,Secret Agent Pokemon,1.9,45.2,Water,,1446,Level 35,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Sniper,Powers up moves if they become critical hits when attacking.,70,85,65,125,65,120,530
Inteleon,818,1527,Secret Agent Pokemon,40,0,Water,,,,Torrent,Powers up Water-type moves when the Pokemon's HP is low.,,,Sniper,Powers up moves if they become critical hits when attacking.,70,85,65,125,65,120,530
Skwovet,819,1462,Cheeky Pokemon,0.3,2.5,Normal,,,,Cheek Pouch,Restores HP as well when the Pokemon eats a Berry.,,,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",70,55,55,35,35,25,275
Greedent,820,1463,Greedy Pokemon,0.6,6,Normal,,1462,Level 24,Cheek Pouch,Restores HP as well when the Pokemon eats a Berry.,,,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",120,95,95,55,75,20,460
Rookidee,821,1469,Tiny Bird Pokemon,0.2,1.8,Flying,,,,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,Big Pecks,Protects the Pokemon from Defense-lowering effects.,38,47,35,33,35,57,245
Corvisquire,822,1470,Raven Pokemon,0.8,16,Flying,,1469,Level 18,Keen Eye,Keen eyes prevent other Pokemon from lowering this Pokemon's accuracy.,Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,Big Pecks,Protects the Pokemon from Defense-lowering effects.,68,67,55,43,55,77,365
Corviknight,823,1471,Raven Pokemon,2.2,75,Flying,Steel,1470,Level 38,Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,Mirror Armor,Bounces back only the stat-lowering effects that the Pokemon receives.,98,87,105,53,85,67,495
Corviknight,823,1544,Raven Pokemon,14,0,Flying,Steel,,,Pressure,"By putting pressure on the opposing Pokemon, it raises their PP usage.",Unnerve,Unnerves opposing Pokemon and makes them unable to eat Berries.,Mirror Armor,Bounces back only the stat-lowering effects that the Pokemon receives.,98,87,105,53,85,67,495
Blipbug,824,1485,Larva Pokemon,0.4,8,Bug,,,,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Compound Eyes,The Pokemon's compound eyes boost its accuracy.,Telepathy,Anticipates an ally's attack and dodges it.,25,20,20,25,45,45,180
Dottler,825,1486,Radome Pokemon,0.4,19.5,Bug,Psychic,1485,Level 10,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Compound Eyes,The Pokemon's compound eyes boost its accuracy.,Telepathy,Anticipates an ally's attack and dodges it.,50,35,80,50,90,30,335
Orbeetle,826,1487,Seven Spot Pokemon,0.4,40.8,Bug,Psychic,1486,Level 30,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Telepathy,Anticipates an ally's attack and dodges it.,60,45,110,80,120,90,505
Orbeetle,826,1543,Seven Spot Pokemon,14,0,Bug,Psychic,,,Swarm,Powers up Bug-type moves when the Pokemon's HP is low.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Telepathy,Anticipates an ally's attack and dodges it.,60,45,110,80,120,90,505
Nickit,827,1488,Fox Pokemon,0.6,8.9,Dark,,,,Run Away,Enables a sure getaway from wild Pokemon.,Unburden,Boosts the Speed stat if the Pokemon's held item is used or lost.,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,40,28,28,47,52,50,245
Thievul,828,1489,Fox Pokemon,1.2,19.9,Dark,,1488,Level 18,Run Away,Enables a sure getaway from wild Pokemon.,Unburden,Boosts the Speed stat if the Pokemon's held item is used or lost.,Stakeout,Doubles the damage dealt to the target's replacement if the target switches out.,70,58,58,87,92,90,455
Gossifleur,829,1490,Flowering Pokemon,0.4,2.2,Grass,,,,Cotton Down,"When the Pokemon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokemon except itself.",Regenerator,Restores a little HP when withdrawn from battle.,Effect Spore,"Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.",40,40,60,40,60,10,250
Eldegoss,830,1491,Cotton Bloom Pokemon,0.5,2.5,Grass,,1490,Level 20,Cotton Down,"When the Pokemon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokemon except itself.",Regenerator,Restores a little HP when withdrawn from battle.,Effect Spore,"Contact with the Pokemon may inflict poison, sleep, or paralysis on its attacker.",60,50,90,80,120,60,460
Wooloo,831,1492,Sheep Pokemon,0.6,6,Normal,,,,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Run Away,Enables a sure getaway from wild Pokemon.,Bulletproof,Protects the Pokemon from some ball and bomb moves.,42,40,55,40,45,48,270
Dubwool,832,1493,Sheep Pokemon,1.3,43,Normal,,1492,Level 24,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,Bulletproof,Protects the Pokemon from some ball and bomb moves.,72,80,100,60,90,88,490
Chewtle,833,1494,Snapping Pokemon,0.3,8.5,Water,,,,Strong Jaw,The Pokemon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokemon from critical hits.,Swift Swim,Boosts the Pokemon's Speed stat in rain.,50,64,50,38,38,44,284
Drednaw,834,1495,Bite Pokemon,1,115.5,Water,Rock,1494,Level 22,Strong Jaw,The Pokemon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokemon from critical hits.,Swift Swim,Boosts the Pokemon's Speed stat in rain.,90,115,90,48,68,74,485
Drednaw,834,1542,Bite Pokemon,24,0,Water,Rock,,,Strong Jaw,The Pokemon's strong jaw boosts the power of its biting moves.,Shell Armor,A hard shell protects the Pokemon from critical hits.,Swift Swim,Boosts the Pokemon's Speed stat in rain.,90,115,90,48,68,74,485
Yamper,835,1496,Puppy Pokemon,0.3,13.5,Electric,,,,Ball Fetch,"If the Pokemon is not holding an item, it will fetch the Poke Ball from the first failed throw of the battle.",,,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.",59,45,50,40,50,26,270
Boltund,836,1497,Dog Pokemon,1,34,Electric,,1496,Level 25,Strong Jaw,The Pokemon's strong jaw boosts the power of its biting moves.,,,Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,69,90,60,90,60,121,490
Rolycoly,837,1498,Coal Pokemon,0.3,12,Rock,,,,Steam Engine,Boosts the Pokemon's Speed stat drastically if hit by a Fire- or Water-type move.,Heatproof,The heatproof body of the Pokemon halves the damage from Fire-type moves that hit it.,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,30,40,50,40,50,30,240
Carkol,838,1499,Coal Pokemon,1.1,78,Rock,Fire,1498,Level 18,Steam Engine,Boosts the Pokemon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokemon may burn the attacker.,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,80,60,90,60,70,50,410
Coalossal,839,1500,Coal Pokemon,2.8,310.5,Rock,Fire,1499,Level 34,Steam Engine,Boosts the Pokemon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokemon may burn the attacker.,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,110,80,120,80,90,30,510
Coalossal,839,1541,Coal Pokemon,42,0,Rock,Fire,,,Steam Engine,Boosts the Pokemon's Speed stat drastically if hit by a Fire- or Water-type move.,Flame Body,Contact with the Pokemon may burn the attacker.,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,110,80,120,80,90,30,510
Applin,840,1501,Apple Core Pokemon,0.2,0.5,Grass,Dragon,,,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Bulletproof,Protects the Pokemon from some ball and bomb moves.,40,40,80,40,40,20,260
Flapple,841,1502,Apple Wing Pokemon,0.3,1,Grass,Dragon,1501,Tart Apple,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Hustle,"Boosts the Attack stat, but lowers accuracy.",70,110,80,95,60,70,485
Flapple,841,1540,Apple Wing Pokemon,24,0,Grass,Dragon,,,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Hustle,"Boosts the Attack stat, but lowers accuracy.",70,110,80,95,60,70,485
Appletun,842,1539,Apple Nectar Pokemon,24,0,Grass,Dragon,,,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",110,85,80,100,80,30,485
Appletun,842,1503,Apple Nectar Pokemon,0.4,13,Grass,Dragon,1501,Sweet Apple,Ripen,Ripens Berries and doubles their effect.,Gluttony,"Makes the Pokemon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Thick Fat,"The Pokemon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",110,85,80,100,80,30,485
Silicobra,843,1504,Sand Snake Pokemon,2.2,7.6,Ground,,,,Sand Spit,The Pokemon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokemon's evasiveness in a sandstorm.,52,57,75,35,50,46,315
Sandaconda,844,1505,Sand Snake Pokemon,3.8,65.5,Ground,,1504,Level 36,Sand Spit,The Pokemon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokemon's evasiveness in a sandstorm.,72,107,125,65,70,71,510
Sandaconda,844,1538,Sand Snake Pokemon,22,0,Ground,,,,Sand Spit,The Pokemon creates a sandstorm when it's hit by an attack.,Shed Skin,The Pokemon may heal its own status conditions by shedding its skin.,Sand Veil,Boosts the Pokemon's evasiveness in a sandstorm.,72,107,125,65,70,71,510
Cramorant,845,1506,Gulp Pokemon,0.8,18,Flying,Water,,,Gulp Missile,"When the Pokemon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack.",,,,,70,85,55,85,95,85,475
Arrokuda,846,1507,Rush Pokemon,0.5,1,Water,,,,Swift Swim,Boosts the Pokemon's Speed stat in rain.,,,Propeller Tail,Ignores the effects of opposing Pokemon's Abilities and moves that draw in moves.,41,63,40,40,30,66,280
Barraskewda,847,1508,Skewer Pokemon,1.3,30,Water,,1507,Level 26,Swift Swim,Boosts the Pokemon's Speed stat in rain.,,,Propeller Tail,Ignores the effects of opposing Pokemon's Abilities and moves that draw in moves.,61,123,60,60,50,136,490
Toxel,848,14,Baby Pokemon,0.4,11,Electric,Poison,,,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokemon and boost its Speed stat.",Static,"The Pokemon is charged with static electricity, so contact with it may cause paralysis.",Klutz,The Pokemon can't use any held items.,40,38,35,54,35,40,242
Toxtricity,849,15,Punk Pokemon,1.6,40,Electric,Poison,14,"Level 30 With An Adamant, Brave, Docile, Hardy, Hasty, Impish, Jolly, Lax, Naive, Naughty, Quirky, Rash, or Sassy Nature",Punk Rock,Boosts the power of sound-based moves. The Pokemon also takes half the damage from these kinds of moves.,Plus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Technician,Powers up the Pokemon's weaker moves.,75,98,70,114,70,75,502
Toxtricity,849,16,Punk Pokemon,1.6,40,Electric,Poison,14,"Level 30 With A Bashful, Bold, Calm, Careful, Gentle, Lonely, Mild, Modest, Quiet, Relaxed, Serious, or Timid Nature",Punk Rock,Boosts the power of sound-based moves. The Pokemon also takes half the damage from these kinds of moves.,Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Technician,Powers up the Pokemon's weaker moves.,75,98,70,114,70,75,502
Toxtricity,849,1536,Punk Pokemon,24,0,Electric,Poison,,,Punk Rock,Boosts the power of sound-based moves. The Pokemon also takes half the damage from these kinds of moves.,Plus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Technician,Powers up the Pokemon's weaker moves.,75,98,70,114,70,75,502
Toxtricity,849,1537,Punk Pokemon,24,0,Electric,Poison,,,Punk Rock,Boosts the power of sound-based moves. The Pokemon also takes half the damage from these kinds of moves.,Minus,Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.,Technician,Powers up the Pokemon's weaker moves.,75,98,70,114,70,75,502
Sizzlipede,850,1509,Radiator Pokemon,0.7,1,Fire,Bug,,,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,White Smoke,"The Pokemon is protected by its white smoke, which prevents other Pokemon from lowering its stats.",Flame Body,Contact with the Pokemon may burn the attacker.,50,65,45,50,50,45,305
Centiskorch,851,1510,Radiator Pokemon,3,120,Fire,Bug,1509,Level 28,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,White Smoke,"The Pokemon is protected by its white smoke, which prevents other Pokemon from lowering its stats.",Flame Body,Contact with the Pokemon may burn the attacker.,100,115,65,90,90,65,525
Centiskorch,851,1535,Radiator Pokemon,75,0,Fire,Bug,,,Flash Fire,Powers up the Pokemon's Fire-type moves if it's hit by one.,White Smoke,"The Pokemon is protected by its white smoke, which prevents other Pokemon from lowering its stats.",Flame Body,Contact with the Pokemon may burn the attacker.,100,115,65,90,90,65,525
Clobbopus,852,1511,Tantrum Pokemon,0.6,4,Fighting,,,,Limber,Its limber body protects the Pokemon from paralysis.,,,Technician,Powers up the Pokemon's weaker moves.,50,68,60,50,50,32,310
Grapploct,853,1512,Jujitsu Pokemon,1.6,39,Fighting,,1511,Knowing Taunt,Limber,Its limber body protects the Pokemon from paralysis.,,,Technician,Powers up the Pokemon's weaker moves.,80,118,90,70,80,42,480
Sinistea,854,1513,Black Tea Pokemon,0.1,0.2,Ghost,,,,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokemon.,40,45,45,74,54,50,308
Polteageist,855,1514,Black Tea Pokemon,0.2,0.4,Ghost,,1513,Cracked Pot When Phony or Chipped Pot When Authentic,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,,,Cursed Body,May disable a move used on the Pokemon.,60,65,65,134,114,70,508
Hatenna,856,1515,Calm Pokemon,0.4,3.4,Psychic,,,,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,42,30,45,56,53,39,265
Hattrem,857,1516,Serene Pokemon,0.6,4.8,Psychic,,1515,Level 32,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,57,40,65,86,73,49,370
Hatterene,858,1517,Silent Pokemon,2.1,5.1,Psychic,Fairy,1516,Level 42,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,57,90,95,136,103,29,510
Hatterene,858,1534,Silent Pokemon,26,0,Psychic,Fairy,,,Healer,Sometimes heals an ally's status condition.,Anticipation,The Pokemon can sense an opposing Pokemon's dangerous moves.,Magic Bounce,Reflects status moves instead of getting hit by them.,57,90,95,136,103,29,510
Impidimp,859,1518,Wily Pokemon,0.4,5.5,Dark,Fairy,,,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,45,45,30,55,40,50,265
Morgrem,860,1519,Devious Pokemon,0.8,12.5,Dark,Fairy,1518,Level 32,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,65,60,45,75,55,70,370
Grimmsnarl,861,1520,Bulk Up Pokemon,1.5,61,Dark,Fairy,1519,Level 42,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,95,120,65,95,75,60,510
Grimmsnarl,861,1533,Bulk Up Pokemon,32,0,Dark,Fairy,,,Prankster,Gives priority to a status move.,Frisk,"When it enters a battle, the Pokemon can check an opposing Pokemon's held item.",Pickpocket,Steals an item from an attacker that made direct contact.,95,120,65,95,75,60,510
Obstagoon,862,1468,Blocking Pokemon,1.6,46,Dark,Normal,1467,Level 35 At Night,Reckless,Powers up moves that have recoil damage.,Guts,It's so gutsy that having a status condition boosts the Pokemon's Attack stat.,Defiant,Boosts the Pokemon's Attack stat sharply when its stats are lowered.,93,90,101,60,81,95,520
Perrserker,863,99,Viking Pokemon,0.8,28,Steel,,98,Level 28,Battle Armor,Hard armor protects the Pokemon from critical hits.,Tough Claws,Powers up moves that make direct contact.,Steely Spirit,Powers up ally Pokemon's Steel-type moves.,70,110,100,50,60,50,440
Cursola,864,1390,Coral Pokemon,1,0.4,Ghost,,1389,Level 38,Weak Armor,Physical attacks to the Pokemon lower its Defense stat but sharply raise its Speed stat.,,,Perish Body,"When hit by a move that makes direct contact, the Pokemon and the attacker will faint after three turns unless they switch out of battle.",60,95,50,145,130,30,510
Sirfetch'd,865,1398,Wild Duck Pokemon,0.8,117,Fighting,,1369,Land Three Critical Hits In One Battle,Steadfast,The Pokemon's determination boosts the Speed stat each time the Pokemon flinches.,,,Scrappy,The Pokemon can hit Ghost-type Pokemon with Normal- and Fighting-type moves.,62,135,95,68,82,65,507
Mr. Rime,866,1376,Comedian Pokemon,1.5,58.2,Ice,Psychic,1377,Level 42,Tangled Feet,Raises evasiveness if the Pokemon is confused.,Screen Cleaner,"When the Pokemon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are ified for both opposing and ally Pokemon.",Ice Body,The Pokemon gradually regains HP in a snowstorm.,80,85,75,110,100,70,520
Runerigus,867,1465,Grudge Pokemon,1.6,66.6,Ground,Ghost,1464,Take 49+ Damage and Travel Under Stone Bridge in Dusty Bowl in Galar,Wandering Spirit,The Pokemon exchanges Abilities with a Pokemon that hits it with a move that makes direct contact.,,,,,58,95,145,50,105,30,483
Milcery,868,1483,Cream Pokemon,0.2,0.3,Fairy,,,,Sweet Veil,Prevents itself and ally Pokemon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,45,40,40,50,61,34,270
Alcremie,869,1484,Cream Pokemon,0.3,0.5,Fairy,,1483,Spin Trainer While Holding Sweet,Sweet Veil,Prevents itself and ally Pokemon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,65,60,75,110,121,64,495
Alcremie,869,1532,Cream Pokemon,30,0,Fairy,,,,Sweet Veil,Prevents itself and ally Pokemon from falling asleep.,,,Aroma Veil,Protects itself and its allies from attacks that limit their move choices.,65,60,75,110,121,64,495
Falinks,870,1378,Formation Pokemon,3,62,Fighting,,,,Battle Armor,Hard armor protects the Pokemon from critical hits.,,,Defiant,Boosts the Pokemon's Attack stat sharply when its stats are lowered.,60,100,100,70,60,75,465
Pincurchin,871,1425,Sea Urchin Pokemon,0.3,1,Electric,,,,Lightning Rod,"The Pokemon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",,,Electric Surge,Turns the ground into Electric Terrain when the Pokemon enters a battle.,48,101,95,91,85,15,435
Snom,872,1481,Worm Pokemon,0.3,3.8,Ice,Bug,,,Shield Dust,This Pokemon's dust blocks the additional effects of attacks taken.,,,Ice Scales,"The Pokemon is protected by ice scales, which halve the damage taken from special moves.",30,25,35,45,30,20,185
Frosmoth,873,1482,Frost Moth Pokemon,1.3,42,Ice,Bug,1481,During The Night,Shield Dust,This Pokemon's dust blocks the additional effects of attacks taken.,,,Ice Scales,"The Pokemon is protected by ice scales, which halve the damage taken from special moves.",70,65,60,125,90,65,475
Stonjourner,874,1412,Big Rock Pokemon,2.5,520,Rock,,,,Power Spot,Just being next to the Pokemon powers up moves.,,,,,100,125,135,20,20,70,470
Eiscue,875,1479,Penguin Pokemon,1.4,89,Ice,,,,Ice Face,"The Pokemon's ice head can take a physical attack as a substitute, but the attack also changes the Pokemon's appearance. The ice will be restored when it hails.",,,,,75,80,110,65,90,50,470
Eiscue,875,1480,Penguin Pokemon,1.4,89,Ice,,,,Ice Face,"The Pokemon's ice head can take a physical attack as a substitute, but the attack also changes the Pokemon's appearance. The ice will be restored when it hails.",,,,,75,80,70,65,50,130,470
